Graph_roll
Time (Seconds),roll (Degrees),roll_dot (Degrees/Seconds)
220.850006,154.563507,28.530418
220.900009,156.010376,28.935560
220.949997,157.481659,29.432734
221.000000,158.985092,30.067118
221.050003,160.529358,30.883139
221.100006,162.117416,31.759260
221.150009,163.739807,32.446064
221.199997,165.418274,33.577484
221.250000,167.159409,34.820641
221.300003,168.981659,36.442574
221.350006,170.904007,38.444790
221.400009,172.913605,40.189388
221.449997,175.044342,42.625050
221.500000,177.370178,46.514030
221.550003,179.997620,52.545536
221.600006,-176.830887,63.426258
221.650009,-172.604004,84.532372
221.699997,-166.464859,122.813019
221.750000,-156.740417,194.476944
221.800003,-140.617798,322.432465
221.850006,-120.400856,404.314331
221.900009,-106.416672,279.666595
221.949997,-99.859596,131.173569
222.000000,-97.986076,37.467995
222.050003,-99.752686,-35.330006
222.100006,-101.455177,-34.047779
222.150009,-101.658363,-4.063441
222.199997,-101.173462,9.700418
222.250000,-100.925804,4.952815
222.300003,-101.064156,-2.766741
222.350006,-101.224480,-3.206305
222.400009,-101.277481,-1.059981
222.449997,-101.238838,0.772956
222.500000,-99.803772,28.699659
222.550003,-100.190483,-7.733761
222.600006,-100.635643,-8.902609
222.650009,-100.924919,-5.785227
222.699997,-101.066803,-2.838363
222.750000,-101.131790,-1.299706
222.800003,-101.152840,-0.420987
222.850006,-101.158211,-0.107364
222.900009,-101.125496,0.654292
222.949997,-101.145538,-0.401030
223.000000,-101.190491,-0.898935
223.050003,-101.249649,-1.183053
223.100006,-101.263245,-0.271962
223.150009,-101.102036,3.223926
223.199997,-101.127113,-0.501595
223.250000,-101.213799,-1.733669
223.300003,-99.997955,24.315493
223.350006,-100.412582,-8.292027
223.400009,-100.781738,-7.382710
223.449997,-100.952965,-3.425357
223.500000,-101.134445,-3.629478
223.550003,-101.121399,0.261034
223.600006,-101.155174,-0.675601
223.650009,-101.203636,-0.969145
223.699997,-101.216743,-0.262207
223.750000,-101.228821,-0.241501
223.800003,-101.089684,2.782586
223.850006,-101.124573,-0.697730
223.900009,-101.204628,-1.601035
223.949997,-101.175011,0.592459
224.000000,-99.844627,26.606062
224.050003,-100.235756,-7.822138
224.100006,-100.654572,-8.375759
224.150009,-100.901535,-4.939018
224.199997,-101.081978,-3.609680
224.250000,-101.123550,-0.831320
224.300003,-101.137413,-0.277289
224.350006,-101.197899,-1.209689
224.400009,-101.099052,1.976809
224.449997,-101.164322,-1.305705
224.500000,-101.204330,-0.800040
224.550003,-101.266098,-1.235369
224.600006,-101.222847,0.865059
224.650009,-99.923782,25.979633
224.699997,-100.394936,-9.425366
224.750000,-100.827370,-8.648131
224.800003,-101.023170,-3.915782
224.850006,-101.043922,-0.414977
224.900009,-101.163620,-2.393835
224.949997,-101.176430,-0.256331
225.000000,-101.162994,0.268820
225.050003,-101.159477,0.070210
225.100006,-101.181618,-0.442706
225.150009,-101.241852,-1.204635
225.199997,-101.203018,0.776919
225.250000,-101.078850,2.483169
225.300003,-101.176102,-1.944846
225.350006,-99.926399,24.992460
225.400009,-100.377350,-9.018441
225.449997,-100.737640,-7.207609
225.500000,-100.945496,-4.156873
225.550003,-101.089287,-2.875607
225.600006,-101.159691,-1.408026
225.650009,-101.153595,0.121980
225.699997,-101.188316,-0.694663
225.750000,-101.202667,-0.286987
225.800003,-101.181252,0.428363
225.850006,-101.183678,-0.048628
225.900009,-101.253357,-1.393410
225.949997,-101.176811,1.531292
226.000000,-101.189194,-0.247648
226.050003,-101.187920,0.025407
226.100006,-101.229950,-0.840472
226.150009,-99.910164,26.394066
226.199997,-100.258133,-6.961116
226.250000,-100.701454,-8.865864
226.300003,-100.928680,-4.544257
226.350006,-101.112915,-3.684389
226.400009,-101.199806,-1.737767
226.449997,-101.174347,0.509247
226.500000,-101.218094,-0.874894
226.550003,-101.208679,0.188365
226.600006,-101.227448,-0.375364
226.650009,-101.244957,-0.350231
226.699997,-101.263741,-0.375752
226.750000,-101.240723,0.460327
226.800003,-99.927040,26.272085
226.850006,-100.407776,-9.614134
226.900009,-100.826820,-8.380404
226.949997,-100.972885,-2.921985
227.000000,-101.083351,-2.209158
227.050003,-101.161156,-1.555959
227.100006,-101.249786,-1.772599
227.150009,-101.300346,-1.011080
227.199997,-101.240089,1.205413
227.250000,-101.205910,0.683524
227.300003,-101.257324,-1.028154
227.350006,-101.274445,-0.342445
227.400009,-101.264282,0.203254
227.449997,-101.253212,0.221489
227.500000,-99.889061,27.281389
227.550003,-100.283386,-7.886065
227.600006,-100.750282,-9.337391
227.650009,-101.036774,-5.729496
227.699997,-101.140671,-2.078387
227.750000,-101.242783,-2.042102
227.800003,-101.210220,0.651150
227.850006,-101.253319,-0.861917
227.900009,-101.272377,-0.381101
227.949997,-101.280083,-0.154127

